"","iso2c","country","internet_users","year","iso3c","region","capital","longitude","latitude","income","lending"
"480","AF","Afghanistan",0.004561395,2002,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"481","AF","Afghanistan",0.004722568,2001,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"482","AF","Afghanistan",3.55,2009,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"483","AF","Afghanistan",5.454545455,2012,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"484","AF","Afghanistan",5,2011,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"485","AF","Afghanistan",4,2010,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"486","AF","Afghanistan",1.84,2008,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"487","AF","Afghanistan",1.9,2007,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"488","AF","Afghanistan",2.107123645,2006,"AFG","South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"489","AG","Antigua and Barbuda",NA,1978,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"490","AG","Antigua and Barbuda",NA,1979,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"491","AG","Antigua and Barbuda",NA,1974,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"492","AG","Antigua and Barbuda",NA,1977,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"493","AG","Antigua and Barbuda",NA,1976,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"494","AG","Antigua and Barbuda",NA,1975,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"495","AG","Antigua and Barbuda",0,1993,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"496","AG","Antigua and Barbuda",0,1992,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"497","AG","Antigua and Barbuda",0,1991,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"498","AG","Antigua and Barbuda",0,1990,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"499","AG","Antigua and Barbuda",NA,1989,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"500","AG","Antigua and Barbuda",NA,1988,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"501","AG","Antigua and Barbuda",NA,1987,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"502","AG","Antigua and Barbuda",NA,1986,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"503","AG","Antigua and Barbuda",NA,1985,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"504","AG","Antigua and Barbuda",NA,1984,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"505","AG","Antigua and Barbuda",NA,1983,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"506","AG","Antigua and Barbuda",NA,1982,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"507","AG","Antigua and Barbuda",NA,1981,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"508","AG","Antigua and Barbuda",NA,1980,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"509","AG","Antigua and Barbuda",NA,2020,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"510","AG","Antigua and Barbuda",NA,2019,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"511","AG","Antigua and Barbuda",NA,2018,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"512","AG","Antigua and Barbuda",NA,2017,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"513","AG","Antigua and Barbuda",73,2016,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"514","AG","Antigua and Barbuda",70,2015,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"515","AG","Antigua and Barbuda",NA,1973,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"516","AG","Antigua and Barbuda",NA,1972,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"517","AG","Antigua and Barbuda",NA,1971,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"518","AG","Antigua and Barbuda",NA,1970,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"519","AG","Antigua and Barbuda",NA,1969,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"520","AG","Antigua and Barbuda",NA,1968,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"521","AG","Antigua and Barbuda",NA,1967,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"522","AG","Antigua and Barbuda",NA,1966,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"523","AG","Antigua and Barbuda",NA,1965,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"524","AG","Antigua and Barbuda",NA,1964,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"525","AG","Antigua and Barbuda",NA,1963,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"526","AG","Antigua and Barbuda",NA,1962,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"527","AG","Antigua and Barbuda",NA,1961,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"528","AG","Antigua and Barbuda",NA,1960,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"529","AG","Antigua and Barbuda",6.482225737,2000,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"530","AG","Antigua and Barbuda",5.300681138,1999,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"531","AG","Antigua and Barbuda",4.0717165,1998,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"532","AG","Antigua and Barbuda",3.480536838,1997,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"533","AG","Antigua and Barbuda",2.858449577,1996,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"534","AG","Antigua and Barbuda",2.200768802,1995,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"535","AG","Antigua and Barbuda",0,1994,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"536","AG","Antigua and Barbuda",34,2007,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"537","AG","Antigua and Barbuda",30,2006,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"538","AG","Antigua and Barbuda",27,2005,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"539","AG","Antigua and Barbuda",24.26654372,2004,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"540","AG","Antigua and Barbuda",17.22864878,2003,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"541","AG","Antigua and Barbuda",12.5,2002,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"542","AG","Antigua and Barbuda",67.78,2014,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"543","AG","Antigua and Barbuda",63.4,2013,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"544","AG","Antigua and Barbuda",58,2012,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"545","AG","Antigua and Barbuda",52,2011,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"546","AG","Antigua and Barbuda",47,2010,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"547","AG","Antigua and Barbuda",42,2009,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"548","AG","Antigua and Barbuda",38,2008,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"549","AG","Antigua and Barbuda",8.899285515,2001,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"550","AL","Albania",9.609991316,2006,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"551","AL","Albania",49,2011,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"552","AL","Albania",45,2010,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"553","AL","Albania",41.2,2009,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"554","AL","Albania",23.86,2008,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"555","AL","Albania",15.03611541,2007,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"556","AL","Albania",0,1993,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"557","AL","Albania",6.043890864,2005,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"558","AL","Albania",2.420387798,2004,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"559","AL","Albania",0.971900415,2003,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"560","AL","Albania",0.390081273,2002,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"561","AL","Albania",0.325798377,2001,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"562","AL","Albania",0.114097347,2000,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"563","AL","Albania",0.081437045,1999,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"564","AL","Albania",0.06502737,1998,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"565","AL","Albania",0.048593919,1997,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"566","AL","Albania",0.032196828,1996,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"567","AL","Albania",0.011168695,1995,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"568","AL","Albania",0,1994,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"569","AL","Albania",NA,2020,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"570","AL","Albania",69.64285467,2019,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"571","AL","Albania",NA,2018,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"572","AL","Albania",71.8470405,2017,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"573","AL","Albania",66.3634447,2016,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"574","AL","Albania",63.2529327,2015,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"575","AL","Albania",60.1,2014,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"576","AL","Albania",57.2,2013,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"577","AL","Albania",54.65595904,2012,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"578","AL","Albania",NA,1973,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"579","AL","Albania",NA,1972,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"580","AL","Albania",NA,1971,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"581","AL","Albania",NA,1970,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"582","AL","Albania",NA,1969,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"583","AL","Albania",NA,1968,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"584","AL","Albania",NA,1967,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"585","AL","Albania",NA,1966,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"586","AL","Albania",NA,1965,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"587","AL","Albania",NA,1964,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"588","AL","Albania",NA,1963,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"589","AL","Albania",NA,1962,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"590","AL","Albania",NA,1961,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"591","AL","Albania",NA,1960,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"592","AL","Albania",NA,1986,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"593","AL","Albania",NA,1985,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"594","AL","Albania",NA,1984,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"595","AL","Albania",NA,1983,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"596","AL","Albania",NA,1982,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"597","AL","Albania",NA,1981,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"598","AL","Albania",NA,1980,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"599","AL","Albania",0,1992,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"600","AL","Albania",0,1991,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"601","AL","Albania",0,1990,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"602","AL","Albania",NA,1989,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"603","AL","Albania",NA,1988,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"604","AL","Albania",NA,1987,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"605","AL","Albania",NA,1978,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"606","AL","Albania",NA,1977,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"607","AL","Albania",NA,1976,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"608","AL","Albania",NA,1979,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"609","AL","Albania",NA,1974,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"610","AL","Albania",NA,1975,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"611","AM","Armenia",NA,1978,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"612","AM","Armenia",NA,1975,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"613","AM","Armenia",NA,1974,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"614","AM","Armenia",NA,1977,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"615","AM","Armenia",NA,1976,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"616","AM","Armenia",0.009117014,1994,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"617","AM","Armenia",0,1993,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"618","AM","Armenia",0,1992,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"619","AM","Armenia",0,1991,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"620","AM","Armenia",0,1990,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"621","AM","Armenia",NA,1989,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"622","AM","Armenia",NA,1988,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"623","AM","Armenia",NA,1987,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"624","AM","Armenia",NA,1986,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"625","AM","Armenia",NA,1985,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"626","AM","Armenia",NA,1984,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"627","AM","Armenia",NA,1983,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"628","AM","Armenia",NA,1982,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"629","AM","Armenia",NA,1981,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"630","AM","Armenia",NA,1980,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"631","AM","Armenia",NA,1979,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"632","AM","Armenia",NA,2020,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"633","AM","Armenia",NA,2019,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"634","AM","Armenia",68.24505226,2018,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"635","AM","Armenia",64.74488433,2017,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"636","AM","Armenia",64.34602977,2016,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"637","AM","Armenia",NA,1973,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"638","AM","Armenia",NA,1972,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"639","AM","Armenia",NA,1971,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"640","AM","Armenia",NA,1970,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"641","AM","Armenia",NA,1969,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"642","AM","Armenia",NA,1968,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"643","AM","Armenia",NA,1967,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"644","AM","Armenia",NA,1966,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"645","AM","Armenia",NA,1965,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"646","AM","Armenia",NA,1964,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"647","AM","Armenia",NA,1963,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"648","AM","Armenia",NA,1962,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"649","AM","Armenia",NA,1961,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"650","AM","Armenia",NA,1960,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"651","AM","Armenia",1.631094667,2001,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"652","AM","Armenia",1.300470022,2000,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"653","AM","Armenia",0.970737757,1999,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"654","AM","Armenia",0.128659478,1998,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"655","AM","Armenia",0.111650935,1997,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"656","AM","Armenia",0.094572902,1996,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"657","AM","Armenia",0.052743123,1995,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"658","AM","Armenia",6.21,2008,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"659","AM","Armenia",6.021253397,2007,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"660","AM","Armenia",5.631787777,2006,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"661","AM","Armenia",5.252983352,2005,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"662","AM","Armenia",4.899008571,2004,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"663","AM","Armenia",4.575217225,2003,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"664","AM","Armenia",59.10083377,2015,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"665","AM","Armenia",54.62280586,2014,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"666","AM","Armenia",41.9,2013,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"667","AM","Armenia",37.5,2012,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"668","AM","Armenia",32,2011,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"669","AM","Armenia",25,2010,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"670","AM","Armenia",15.3,2009,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"671","AM","Armenia",1.960405046,2002,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"672","AO","Angola",6.5,2012,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"673","AO","Angola",3.1,2011,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"674","AO","Angola",2.8,2010,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"675","AO","Angola",2.3,2009,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"676","AO","Angola",1.9,2008,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"677","AO","Angola",1.7,2007,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"678","AO","Angola",1.5,2006,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"679","AO","Angola",1.143366827,2005,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"680","AO","Angola",0.464814618,2004,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"681","AO","Angola",0.370682065,2003,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"682","AO","Angola",0.270376746,2002,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"683","AO","Angola",0.136013867,2001,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"684","AO","Angola",0.105045562,2000,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"685","AO","Angola",0.071964087,1999,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"686","AO","Angola",0.018453724,1998,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"687","AO","Angola",0.005673746,1997,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"688","AO","Angola",0.000775929,1996,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"689","AO","Angola",0,1995,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"690","AO","Angola",0,1994,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"691","AO","Angola",NA,2020,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"692","AO","Angola",NA,2019,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"693","AO","Angola",NA,2018,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"694","AO","Angola",14.33907936,2017,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"695","AO","Angola",13,2016,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"696","AO","Angola",12.4,2015,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"697","AO","Angola",21.4,2014,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"698","AO","Angola",8.9,2013,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"699","AO","Angola",NA,1973,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"700","AO","Angola",NA,1972,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"701","AO","Angola",NA,1971,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"702","AO","Angola",NA,1970,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"703","AO","Angola",NA,1969,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"704","AO","Angola",NA,1968,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"705","AO","Angola",NA,1967,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
