"","iso2c","country","year","birth","inf_mortality","life_exp","iso3c","region","capital","longitude","latitude","income","lending"
"1132","CV","Cabo Verde",2001,26.8,28.4,69.099,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1133","CV","Cabo Verde",2002,26.099,26.3,69.557,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1134","CV","Cabo Verde",2003,25.46,24.9,69.932,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1135","CV","Cabo Verde",2008,22.995,23.1,70.786,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1136","CV","Cabo Verde",2012,21.792,20.3,71.445,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1137","CV","Cabo Verde",2013,21.477,19.2,71.661,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1138","CV","Cabo Verde",2010,22.37,22.1,71.062,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1139","CV","Cabo Verde",2011,22.084,21.3,71.243,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1140","CV","Cabo Verde",2004,24.866,24,70.219,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1141","CV","Cabo Verde",2005,24.314,23.6,70.424,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1142","CV","Cabo Verde",2014,21.132,17.9,71.886,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1143","CV","Cabo Verde",2015,20.754,16.7,72.117,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1144","CV","Cabo Verde",2020,NA,NA,NA,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1145","CV","Cabo Verde",2016,20.345,15.5,72.347,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1146","CV","Cabo Verde",2006,23.813,23.4,70.565,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1147","CV","Cabo Verde",2007,23.373,23.3,70.676,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1148","CV","Cabo Verde",2019,19.061,12.8,72.981,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1149","CV","Cabo Verde",2017,19.919,14.5,72.57,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1150","CV","Cabo Verde",2018,19.49,13.6,72.782,"CPV","Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend"
"1151","CW","Curacao",2013,12.7,NA,77.8268292682927,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1152","CW","Curacao",2012,13.4,NA,77.5243902439024,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1153","CW","Curacao",1998,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1154","CW","Curacao",1999,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1155","CW","Curacao",2014,12.6,NA,77.9756097560976,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1156","CW","Curacao",2015,11.9,NA,78.0756097560976,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1157","CW","Curacao",2016,11.2,NA,77.719512195122,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1158","CW","Curacao",2017,9.7,NA,78.0170731707317,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1159","CW","Curacao",2018,10.5,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1160","CW","Curacao",2019,10.1,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1161","CW","Curacao",2010,13.6,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1162","CW","Curacao",2011,13.1,NA,77.4731707317073,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1163","CW","Curacao",2003,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1164","CW","Curacao",2000,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1165","CW","Curacao",2001,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1166","CW","Curacao",2002,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1167","CW","Curacao",2006,13.6,NA,74.709756097561,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1168","CW","Curacao",2004,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1169","CW","Curacao",2005,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1170","CW","Curacao",2020,NA,NA,NA,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1171","CW","Curacao",2007,13.4,NA,75.3634146341464,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1172","CW","Curacao",2008,13.8,NA,75.309756097561,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1173","CW","Curacao",2009,13,NA,76.1560975609756,"CUW","Latin America & Caribbean","Willemstad","","","High income","Not classified"
"1174","CY","Cyprus",2003,12.153,4.7,78.385,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1175","CY","Cyprus",2002,12.421,5,78.264,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1176","CY","Cyprus",2015,11.011,2.2,80.35,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1177","CY","Cyprus",2016,10.852,2.1,80.513,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1178","CY","Cyprus",2004,11.957,4.4,78.506,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1179","CY","Cyprus",2005,11.821,4.1,78.63,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1180","CY","Cyprus",2006,11.733,3.8,78.764,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1181","CY","Cyprus",2007,11.674,3.6,78.91,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1182","CY","Cyprus",2008,11.626,3.3,79.071,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1183","CY","Cyprus",2009,11.577,3.1,79.245,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1184","CY","Cyprus",1998,14.347,6.5,77.738,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1185","CY","Cyprus",1999,13.731,6.1,77.875,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1186","CY","Cyprus",2000,13.2,5.7,78.009,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1187","CY","Cyprus",2001,12.765,5.3,78.139,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1188","CY","Cyprus",2014,11.143,2.3,80.178,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1189","CY","Cyprus",2019,10.24,1.8,80.982,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1190","CY","Cyprus",2020,NA,NA,NA,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1191","CY","Cyprus",2017,10.668,2,80.672,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1192","CY","Cyprus",2018,10.462,1.9,80.828,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1193","CY","Cyprus",2010,11.517,2.9,79.43,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1194","CY","Cyprus",2011,11.441,2.8,79.621,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1195","CY","Cyprus",2012,11.353,2.6,79.812,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1196","CY","Cyprus",2013,11.255,2.5,79.999,"CYP","Europe & Central Asia","Nicosia","33.3736","35.1676","High income","Not classified"
"1197","CZ","Czech Republic",2004,9.6,3.7,75.7219512195122,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1198","CZ","Czech Republic",2005,10,3.5,75.9243902439025,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1199","CZ","Czech Republic",2010,11.2,2.7,77.4243902439025,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1200","CZ","Czech Republic",2011,10.4,2.6,77.8731707317073,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1201","CZ","Czech Republic",2016,10.7,2.5,79.0268292682927,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1202","CZ","Czech Republic",2017,10.8,2.5,78.9780487804878,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1203","CZ","Czech Republic",2018,10.7,2.5,79.0292682926829,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1204","CZ","Czech Republic",2006,10.3,3.4,76.5243902439024,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1205","CZ","Czech Republic",2007,11.1,3.2,76.7243902439025,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1206","CZ","Czech Republic",2008,11.5,3,76.9756097560976,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1207","CZ","Czech Republic",2009,11.3,2.9,77.0780487804878,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1208","CZ","Czech Republic",1998,8.8,5.3,74.5146341463415,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1209","CZ","Czech Republic",1999,8.7,4.8,74.6682926829268,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1210","CZ","Czech Republic",2012,10.3,2.6,78.0756097560976,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1211","CZ","Czech Republic",2013,10.2,2.5,78.1756097560976,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1212","CZ","Czech Republic",2014,10.4,2.5,78.8243902439024,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1213","CZ","Czech Republic",2015,10.5,2.5,78.5780487804878,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1214","CZ","Czech Republic",2002,9.1,4.1,75.2219512195122,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1215","CZ","Czech Republic",2003,9.2,3.9,75.1707317073171,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1216","CZ","Czech Republic",2020,NA,NA,NA,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1217","CZ","Czech Republic",2000,8.9,4.5,74.9682926829268,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1218","CZ","Czech Republic",2019,10.5,2.5,79.1292682926829,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1219","CZ","Czech Republic",2001,8.9,4.3,75.1731707317073,"CZE","Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified"
"1220","DE","Germany",2007,8.3,3.7,79.5341463414634,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1221","DE","Germany",2006,8.2,3.8,79.1317073170732,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1222","DE","Germany",1998,9.6,4.7,77.4756097560976,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1223","DE","Germany",2008,8.3,3.6,79.7365853658537,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1224","DE","Germany",2001,8.9,4.3,78.3292682926829,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1225","DE","Germany",2002,8.7,4.2,78.2292682926829,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1226","DE","Germany",1999,9.4,4.5,77.7268292682927,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1227","DE","Germany",2000,9.3,4.4,77.9268292682927,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1228","DE","Germany",2005,8.3,3.9,78.9317073170732,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1229","DE","Germany",2020,NA,NA,NA,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1230","DE","Germany",2011,8.3,3.4,80.4365853658537,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1231","DE","Germany",2012,8.4,3.4,80.5390243902439,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1232","DE","Germany",2009,8.1,3.5,79.8365853658537,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1233","DE","Germany",2010,8.3,3.5,79.9878048780488,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1234","DE","Germany",2015,9,3.3,80.6414634146341,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1235","DE","Germany",2003,8.6,4.1,78.3804878048781,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1236","DE","Germany",2013,8.5,3.3,80.490243902439,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1237","DE","Germany",2014,8.8,3.3,81.090243902439,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1238","DE","Germany",2018,9.5,3.3,80.8926829268293,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1239","DE","Germany",2004,8.6,4,78.6804878048781,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1240","DE","Germany",2019,9.4,3.2,80.9414634146342,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1241","DE","Germany",2017,9.5,3.3,80.9926829268293,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1242","DE","Germany",2016,9.6,3.3,80.990243902439,"DEU","Europe & Central Asia","Berlin","13.4115","52.5235","High income","Not classified"
"1243","DJ","Djibouti",2002,30.217,76.7,57.235,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1244","DJ","Djibouti",2014,23.402,55.9,63.171,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1245","DJ","Djibouti",2015,22.921,54.3,64.136,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1246","DJ","Djibouti",2001,30.836,78.4,57.1,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1247","DJ","Djibouti",2005,28.234,71.3,57.991,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1248","DJ","Djibouti",2006,27.553,69.5,58.34,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1249","DJ","Djibouti",2003,29.58,74.9,57.427,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1250","DJ","Djibouti",2004,28.917,73.1,57.682,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1251","DJ","Djibouti",2009,25.756,64.1,59.561,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1252","DJ","Djibouti",2010,25.255,62.4,60.062,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1253","DJ","Djibouti",2007,26.903,67.6,58.719,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1254","DJ","Djibouti",2008,26.304,65.9,59.124,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1255","DJ","Djibouti",2000,31.48,80,57.022,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1256","DJ","Djibouti",1998,33.048,82.8,56.998,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1257","DJ","Djibouti",1999,32.206,81.5,56.992,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1258","DJ","Djibouti",2019,20.998,48.4,67.112,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1259","DJ","Djibouti",2016,22.432,52.7,65.064,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1260","DJ","Djibouti",2017,21.944,51.3,65.893,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1261","DJ","Djibouti",2018,21.466,49.8,66.582,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1262","DJ","Djibouti",2011,24.787,60.7,60.667,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1263","DJ","Djibouti",2020,NA,NA,NA,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1264","DJ","Djibouti",2013,23.871,57.4,62.239,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1265","DJ","Djibouti",2012,24.331,59,61.395,"DJI","Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA"
"1266","DK","Denmark",1999,12.4,4.8,76.3414634146341,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1267","DK","Denmark",2019,10.5,3.2,81.2024390243903,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1268","DK","Denmark",1998,12.5,4.9,76.1390243902439,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1269","DK","Denmark",2003,12,4.5,77.1439024390244,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1270","DK","Denmark",2004,12,4.3,77.4926829268293,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1271","DK","Denmark",2005,11.9,4.2,77.8439024390244,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1272","DK","Denmark",2020,NA,NA,NA,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1273","DK","Denmark",2007,11.7,3.8,78.1951219512195,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1274","DK","Denmark",2008,11.8,3.7,78.4463414634146,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1275","DK","Denmark",2009,11.4,3.6,78.5975609756098,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1276","DK","Denmark",2010,11.4,3.5,79.1,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1277","DK","Denmark",2011,10.6,3.4,79.8,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1278","DK","Denmark",2012,10.4,3.4,80.0512195121951,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1279","DK","Denmark",2000,12.6,4.7,76.5926829268293,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1280","DK","Denmark",2001,12.2,4.7,76.7926829268293,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1281","DK","Denmark",2002,11.9,4.6,76.8951219512195,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1282","DK","Denmark",2016,10.8,3.5,80.8536585365854,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1283","DK","Denmark",2017,10.6,3.4,81.1024390243903,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1284","DK","Denmark",2018,10.6,3.3,80.9536585365854,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1285","DK","Denmark",2006,12,4,78.0951219512195,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1286","DK","Denmark",2014,10.1,3.5,80.7,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1287","DK","Denmark",2015,10.2,3.5,80.7024390243902,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1288","DK","Denmark",2013,10,3.5,80.3,"DNK","Europe & Central Asia","Copenhagen","12.5681","55.6763","High income","Not classified"
"1289","DM","Dominica",2000,NA,14.1,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1290","DM","Dominica",1998,16.2,13.5,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1291","DM","Dominica",1999,NA,13.7,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1292","DM","Dominica",2004,NA,16.1,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1293","DM","Dominica",2001,NA,14.5,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1294","DM","Dominica",2002,15.4,15,76.5975609756098,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1295","DM","Dominica",2003,NA,15.5,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1296","DM","Dominica",2008,NA,19.2,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1297","DM","Dominica",2009,NA,20.2,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1298","DM","Dominica",2013,NA,24.8,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1299","DM","Dominica",2010,13.2,21.2,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1300","DM","Dominica",2011,NA,22.4,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1301","DM","Dominica",2012,NA,23.5,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1302","DM","Dominica",2005,NA,16.8,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1303","DM","Dominica",2014,12,26.1,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1304","DM","Dominica",2015,NA,27.3,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1305","DM","Dominica",2016,NA,28.4,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1306","DM","Dominica",2006,14.9,17.5,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1307","DM","Dominica",2007,NA,18.3,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1308","DM","Dominica",2020,NA,NA,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1309","DM","Dominica",2017,9.6,29.4,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1310","DM","Dominica",2018,NA,30.3,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1311","DM","Dominica",2019,NA,30.9,NA,"DMA","Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend"
"1312","DO","Dominican Republic",2012,20.969,27.5,72.523,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1313","DO","Dominican Republic",1998,25.683,34.8,68.925,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1314","DO","Dominican Republic",2015,20.32,26,73.241,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1315","DO","Dominican Republic",1999,25.211,33.8,69.175,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1316","DO","Dominican Republic",2013,20.761,27.1,72.763,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1317","DO","Dominican Republic",2014,20.547,26.6,73.003,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1318","DO","Dominican Republic",2019,19.193,23.5,74.081,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1319","DO","Dominican Republic",2016,20.07,25.4,73.471,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1320","DO","Dominican Republic",2017,19.799,24.8,73.689,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1321","DO","Dominican Republic",2018,19.506,24.1,73.892,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1322","DO","Dominican Republic",2009,21.636,28.5,71.806,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1323","DO","Dominican Republic",2010,21.398,28.2,72.046,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1324","DO","Dominican Republic",2011,21.178,27.8,72.284,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1325","DO","Dominican Republic",2000,24.771,32.9,69.429,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1326","DO","Dominican Republic",2001,24.356,32.1,69.69,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1327","DO","Dominican Republic",2002,23.959,31.5,69.957,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1328","DO","Dominican Republic",2003,23.572,30.9,70.227,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1329","DO","Dominican Republic",2004,23.196,30.3,70.499,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1330","DO","Dominican Republic",2005,22.836,29.9,70.771,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
"1331","DO","Dominican Republic",2006,22.496,29.5,71.041,"DOM","Latin America & Caribbean","Santo Domingo","-69.8908","18.479","Upper middle income","IBRD"
